salary,salary_,age,education level,field,position,years of full time job,years of learn programe,[ASP .net],[Assembly],[Bash/Shell/PowerShell],[C],[C#],[C++],[Clojure],[Dart],[Elixir],[Erlang],[Go],[Groovy],[Haskell],[HTML/CSS],[Java],[JavaScript],[Julia],[Kotlin],[Lua],[Objective-C],[Ocaml],[Pascal],[Perl],[PHP],[Python],[R],[Ruby],[Rust],[Scala],[SQL]
2.50005,25000.5,23,6,5,Full-stack developer,1,3.5,0,0,1,1,1,0,0,1,0,0,1,0,0,1,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,18,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2.50005,25000.5,28,6,5,Front-end developer,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,23,6,5,Back-end developer,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,28,6,5,application operation,3.5,6,0,0,3,1,1,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,3,3,0,0,0,3
2.50005,25000.5,28,6,5,Back-end developer,3.5,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1.5,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,33,6,5,QA or Test developer,3.5,8,1,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
2.50005,25000.5,23,6,5,Freelance,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,28,7,5,Software Engineer,3.5,5,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2.50005,25000.5,28,6,4,IT support,1.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,45.5,6,4,IT support,3.5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Front-end developer,1,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2.50005,25000.5,28,6,5,Back-end developer,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2.50005,25000.5,23,6,5,Software developer,1,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,6,2,Data or Business Database & Analyst,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2.50005,25000.5,28,6,2,Logistics,3.5,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,23,6,5,Software Engineer,1,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,23,6,5,Software Engineer,1.5,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.50005,35000.5,33,6,1,Academic researcher,8.5,8.5,0,0,1,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,3,3,0,0,0,3
3.50005,35000.5,28,6,3,IT manager,3.5,6,0,0,0,1,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3
3.50005,35000.5,23,7,5,Software developer,1,0.5,0,0,0,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,3
3.50005,35000.5,23,6,5,Software developer,1.5,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,28,7,5,Software developer,5.5,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
3.50005,35000.5,23,6,5,QA or Test developer,1,0.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3.50005,35000.5,28,6,5,Full-stack developer,3.5,7,0,1,1,3,0,0,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3.50005,35000.5,28,6,5,Software developer,3.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
3.50005,35000.5,23,6,2,Data scientist or Machine learning specialist,1,5,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,3,3,0,0,1,3
3.50005,35000.5,28,6,6,Web Developer,3.5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,23,6,6,Designer,3.5,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3.50005,35000.5,33,6,3,Senior executive/VP,8.5,8.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3.50005,35000.5,23,6,5,Software Engineer,3.5,8,0,0,1,1,1,1,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,0,1,3,3,0,0,0,3
3.50005,35000.5,23,6,5,Software Engineer,1,0.5,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3.50005,35000.5,23,6,5,Software Engineer,1.5,3.5,0,0,1,0,1,0,0,0,0,0,1,0,0,3,3,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1
3.50005,35000.5,33,6,5,Software Engineer,5.5,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,28,6,2,Data or Business Database & Analyst,3.5,0.5,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,3,1,0,0,0,3
3.50005,35000.5,23,6,2,Data engineer,1.5,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3.50005,35000.5,38,6,3,Manager,8.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Desktop or Enterprise applications developer,1.5,6,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,3,1,0,1,0,0,3
3.50005,35000.5,28,6,5,Full-stack developer,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Full-stack developer,1.5,1.5,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1
3.50005,35000.5,23,6,5,Front-end developer,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,33,6,5,Full-stack developer,8.5,0.5,0,1,3,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,23,6,5,Back-end developer,1.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3.50005,35000.5,28,6,5,Back-end developer,5.5,3.5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,23,6,5,Full-stack developer,3.5,0.5,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,23,6,5,Full-stack developer,3.5,5.5,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,38,6,5,Mobile developer,0,3.5,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Full-stack developer,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.50005,35000.5,28,6,5,Full-stack developer,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.50005,35000.5,23,6,5,Software developer,1.5,8,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,3
3.50005,35000.5,28,6,5,Back-end developer,5.5,9,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
3.50005,35000.5,28,6,5,Front-end developer,3.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.50005,35000.5,33,7,5,Full-stack developer,5.5,5,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.50005,35000.5,28,6,5,Software developer,5.5,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3
3.50005,35000.5,23,6,5,Software Engineer,1,4,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3.50005,35000.5,23,6,5,Software Engineer,1.5,6,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,28,6,6,Web Developer,5.5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,38,8,2,Data scientist or Machine learning specialist,1.5,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.50005,35000.5,28,7,2,Data or Business Database & Analyst,3.5,8,0,0,0,3,1,1,0,1,0,0,1,0,0,3,3,3,0,0,0,1,0,0,0,3,3,0,0,0,0,3
3.50005,35000.5,38,6,2,System Database & Analyst,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.50005,35000.5,28,6,2,Cloud Engineer,1.5,8,3,0,1,1,3,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,3,1,0,0,0,0,3
3.50005,35000.5,38,7,3,Product manager,13,17,0,1,3,1,1,3,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,28,6,4,IT support,8.5,1.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Mobile developer,3.5,7,0,0,0,3,1,3,0,1,0,0,1,0,0,0,3,3,0,3,0,1,0,0,0,3,0,0,0,0,0,1
3.50005,35000.5,28,6,5,Front-end developer,5.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Back-end developer,3.5,3.5,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,23,6,5,Back-end developer,1,4,0,0,3,1,1,1,0,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1
3.50005,35000.5,28,6,5,Software developer,5.5,7,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
3.50005,35000.5,28,7,5,Software developer,5.5,5.5,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
3.50005,35000.5,28,6,5,Front-end developer,3.5,3,1,1,1,3,3,3,0,1,0,0,1,0,0,2,2,2,0,1,0,3,0,0,0,2,2,0,0,0,0,0
3.50005,35000.5,23,6,5,Full-stack developer,1,4,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,33,7,5,Full-stack developer,13,13,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,28,6,5,Software developer,3.5,6,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,0,1,0,0,3
3.50005,35000.5,23,6,5,Software developer,1.5,0.5,1,0,1,3,1,3,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,0,1,3,0,0,0,0,3
3.50005,35000.5,28,6,5,Software developer,3.5,3.5,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3
3.50005,35000.5,23,6,5,Full-stack developer,1,5.5,0,1,0,1,1,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,1,0,0,3
3.50005,35000.5,23,6,5,Mobile developer,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,33,7,5,Back-end developer,5.5,5.5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,28,6,5,Front-end developer,5.5,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Back-end developer,1.5,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,3,0,0,0,0,0,1,3,0,0,0,0,1
3.50005,35000.5,23,6,5,Mobile developer,3.5,7,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,28,6,5,Full-stack developer,3.5,3.5,3,0,3,3,3,1,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,1,0,3,3,0,1,0,0,3
3.50005,35000.5,23,6,5,QA or Test developer,5.5,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.50005,35000.5,28,6,5,Full-stack developer,3.5,8,1,0,1,0,1,1,0,0,0,0,1,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,28,6,5,Full-stack developer,5.5,5.5,1,1,0,1,1,0,0,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
3.50005,35000.5,28,7,5,Freelance,3.5,9,0,1,1,3,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,1,0,0,1
3.50005,35000.5,28,6,5,Software Engineer,5.5,12,0,1,2,3,3,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
3.50005,35000.5,23,6,5,Software Engineer,1.5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3.50005,35000.5,28,6,6,Web Developer,3.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,28,6,6,Web Developer,5.5,5.5,0,1,3,0,0,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3
3.50005,35000.5,33,6,5,Full-stack developer,1.5,1.5,0,1,3,1,3,0,0,1,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3
3.50005,35000.5,28,6,5,Mobile developer,5.5,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,28,6,5,programmer,8.5,28,1,0,0,3,1,3,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3
3.50005,35000.5,33,6,5,Software developer,1.5,0.5,3,0,0,1,3,0,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3
3.50005,35000.5,23,6,6,Web Developer,1.5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3
3.50005,35000.5,23,6,5,Front-end developer,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Full-stack developer,1.5,4,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,3,1,0,0,0,3,3
3.50005,35000.5,23,6,5,Back-end developer,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.50005,35000.5,23,6,5,Mobile developer,3.5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,3,3,0,0,0,0,3
3.50005,35000.5,28,6,2,System Database & Analyst,3.5,4,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,33,6,6,Freelance,13,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.50005,35000.5,33,7,1,Academic researcher,13,8.5,0,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
3.50005,35000.5,45.5,7,1,Educator / Instructor,23,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3
3.50005,35000.5,45.5,7,1,Educator / Instructor,28,28,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
3.50005,35000.5,45.5,7,1,Educator / Instructor,18,3.5,0,1,1,1,1,1,0,1,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,3,1,1,0,0,0,3
3.50005,35000.5,33,6,1,Educator / Instructor,13,13,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,3
3.50005,35000.5,55,6,1,Educator / Instructor,28,20,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3.50005,35000.5,38,6,1,Educator / Instructor,13,17,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3
3.50005,35000.5,38,7,1,Educator / Instructor,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.50005,35000.5,38,7,1,Educator / Instructor,13,13,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,3,1,0,0,0,1
3.50005,35000.5,45.5,8,1,Educator / Instructor,3.5,3.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,1,1,0,0,0,3
3.50005,35000.5,38,7,1,Educator / Instructor,8.5,10,3,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0
3.50005,35000.5,45.5,8,1,Educator / Instructor,3.5,3.5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,1,1,0,0,0,3
3.50005,35000.5,45.5,7,1,Educator / Instructor,28,3.5,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3
3.50005,35000.5,33,7,1,Educator / Instructor,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,38,7,1,Educator / Instructor,13,1.5,3,1,0,1,1,1,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,1,1,3,3,0,0,0,0,3
3.50005,35000.5,38,8,1,Educator / Instructor,13,0.5,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,3,1,1,1,1,3
3.50005,35000.5,55,7,1,Educator / Instructor,30,3.5,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.50005,35000.5,45.5,7,3,IT manager,18,30,0,0,1,3,1,3,0,0,0,0,1,0,0,1,3,3,0,0,0,1,0,3,0,0,3,0,0,0,0,0
3.50005,35000.5,33,7,4,Network Engineer,13,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.50005,35000.5,33,6,5,programmer,8.5,5.5,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,3,3,0,0,0,0,0
3.50005,35000.5,28,6,5,Front-end developer,3.5,0.5,0,0,1,0,1,1,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,3
3.50005,35000.5,23,6,5,Full-stack developer,1.5,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.50005,35000.5,33,7,5,Software developer,13,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,33,8,5,Full-stack developer,5.5,6,0,0,0,1,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,23,6,5,Full-stack developer,5.5,9,0,0,1,0,3,0,0,0,0,0,3,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.50005,35000.5,33,6,5,Software developer,8.5,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,28,6,5,Front-end developer,3.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,28,6,6,Web Developer,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.50005,35000.5,28,6,5,Software Engineer,3.5,3.5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,28,7,2,Data engineer,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
3.50005,35000.5,28,7,2,Data engineer,1,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3
3.50005,35000.5,28,6,5,Full-stack developer,3.5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50005,35000.5,28,6,5,Front-end developer,3.5,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1
3.50005,35000.5,33,7,5,Software developer,13,18,0,1,0,3,3,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,3,3,0,0,0,0,3
3.50005,35000.5,28,6,2,System Database & Analyst,5.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,3
3.50005,35000.5,28,8,1,Academic researcher,1.5,0.5,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.50005,35000.5,28,6,3,Engineering manager,5.5,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3.50005,35000.5,28,7,4,Electrical Engineer,5.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3.50005,35000.5,23,6,4,admin support,1,5.5,0,0,3,3,3,3,0,0,0,0,1,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3
3.50005,35000.5,33,6,4,System administrator,8.5,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3.50005,35000.5,23,6,5,Full-stack developer,1,2,0,0,3,1,0,1,0,1,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3
3.50005,35000.5,23,6,5,Full-stack developer,1,5.5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
3.50005,35000.5,23,6,5,Front-end developer,1,4,0,0,1,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,28,6,5,Full-stack developer,2.5,1.5,1,0,3,1,1,0,0,0,0,0,0,0,0,3,3,3,0,3,0,1,0,0,0,3,1,0,0,0,0,3
3.50005,35000.5,38,6,2,Data or Business Database & Analyst,13,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.50005,35000.5,33,7,2,System Database & Analyst,5.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3.50005,35000.5,28,6,2,Data or Business Database & Analyst,3.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3.50005,35000.5,28,6,2,Data or Business Database & Analyst,3.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3.50005,35000.5,23,6,4,System administrator,1.5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.50005,35000.5,28,6,5,Mobile developer,5.5,1.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0
3.50005,35000.5,28,6,5,Back-end developer,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
